,,,,,,,,,,,,,,,,,,,,,Move mark #1,,,,,,,Move mark #2,,,,,,,Move mark #3,,,,,,,,Move mark #4,,,,,,,,Move mark #5,,,,,,,,Move samples,,,,,,,,
Activity,StartTime [ISO8601],Duration [s],Calories,Distance [m],Feeling,HrAvg,SpeedAvg [km/h],TE,AscentAltitude,AscentTime,DescentAltitude,DescentTime,FlatTime,HighAltitude,LowAltitude,HrMin,HrPeak,TemperatureAvg,SampleInterval,Device,Time,MarkType,Notes,Duration,Activity,Ascent,Descent,Time,MarkType,Notes,Duration,Activity,Ascent,Descent,Time,MarkType,Notes,Duration,Activity,Ascent,AvgHr,Descent,Time,MarkType,Notes,Duration,Activity,Ascent,AvgHr,Descent,Time,MarkType,Notes,Duration,Activity,Ascent,AvgHr,Descent,LocalTime,Altitude,HeartRate,SeaLevelPressure,Temperature,VerticalSpeed,Epoc,,IBI
Boxing,2019-02-25T05:32:09.317,4941.983,1358,0,4,160,0,4.3,9.2,130,8.8,102,4710,91.6,84.8,109,195,21.1,1,Suunto Spartan Ultra,2019-02-25T05:32:09.317,8,,0,Unspecified sport,0,0,2019-02-25T05:32:09.317,1,,0,Unspecified sport,0,0,2019-02-25T05:52:39.29,2,,1229.974,Boxing,6,170,7,2019-02-25T05:53:16.587,1,,37.295,Boxing,0,183,0,2019-02-25T06:55:08.623,2,,3712.038,Boxing,3,156,6,2019-02-25T05:32:16.829,91.2,127,1026.77,0,0,0,,198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:25,87.4,191,1026.8,20.3,0.06,122.8565,,354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:26.122,87.4,191,1026.8,20.3,0.04,124.1,,348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:27,87.4,190,1026.8,20.3,0.02,124.1,,353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:28,87.4,190,1026.8,20.3,0,124.1,,346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:29,87.4,191,1026.8,20.3,0,124.1,,350
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:30,87.4,191,1026.8,20.3,0,124.1,,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:31,87.4,190,1026.8,20.3,0,124.1,,349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:32,87.4,190,1026.8,20.3,0,124.1,,351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:33,87.4,190,1026.8,20.3,0,124.1,,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:34,87.4,190,1026.8,20.3,0,124.1,,347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:35,87.4,190,1026.8,20.3,0,124.3736,,349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:36,87.6,190,1026.8,20.3,0,125.7,,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:37,87.6,189,1026.8,20.3,0,125.7,,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:38,87.4,188,1026.8,20.3,0,125.7,,346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:39,87.4,187,1026.8,20.3,0,125.7,,344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:40,87.4,186,1026.8,20.3,0,125.7,,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:41,88,186,1026.8,20.3,0,125.7,,341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:42,87.8,186,1026.8,20.3,0,125.7,,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:43,87.8,185,1026.8,20.3,0,125.7,,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:44,87.6,184,1026.8,20.3,0,125.7,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:45,87.6,183,1026.8,20.2,0,125.9052,,344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:46,87.6,183,1026.8,20.2,0,126.9,,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:47,87.4,182,1026.8,20.2,0,126.9,,341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:48.002,87.4,181,1026.8,20.2,0,126.9,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:49,87.6,181,1026.8,20.2,0,126.9,,338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:50,87.6,180,1026.8,20.2,0,126.9,,344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:51,87.6,179,1026.8,20.2,0,126.9,,341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:52,87.8,179,1026.8,20.2,0,126.9,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:53,87.8,179,1026.8,20.2,0,126.9,,337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:54,87.8,179,1026.8,20.2,0,126.9,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:55,87.8,179,1026.8,20.2,0,127.071,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:56,87.8,178,1026.8,20.2,0,127.9,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:57,87.8,177,1026.8,20.2,0,127.9,,333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:58,87.8,177,1026.8,20.2,0,127.9,,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:54:59,87.6,177,1026.8,20.2,0,127.9,,337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:00,87.8,176,1026.8,20.2,0,127.9,,336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:01,87.6,176,1026.8,20.2,0,127.9,,333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:02,87.6,176,1026.8,20.2,0,127.9,,339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:03,87.8,176,1026.8,20.2,0,127.9,,335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:04,87.8,176,1026.8,20.2,0,127.9,,334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:05,88,176,1026.8,20.2,0,128.0368,,334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:06,87.8,175,1026.8,20.2,0,128.7,,336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:07,87.8,175,1026.8,20.2,0,128.7,,335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:08,87.8,176,1026.8,20.2,0,128.7,,334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:09,87.8,176,1026.8,20.2,0,128.7,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:10,87.8,176,1026.8,20.2,0,128.7,,337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:11,87.6,176,1026.8,20.2,0,128.7,,335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:12,87.6,175,1026.8,20.2,0,128.7,,335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:13,87.6,175,1026.8,20.2,0,128.7,,335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:14,87.4,174,1026.8,20.2,0,128.7,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:15,87.4,174,1026.8,20.2,0,128.8197,,337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:16,87.8,174,1026.8,20.2,0,129.4,,337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:17,88.2,174,1026.8,20.2,0,129.4,,335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:18,88,175,1026.8,20.2,0,129.4,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:19,87.8,175,1026.8,20.2,0,129.4,,337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:20,87.8,175,1026.8,20.2,0,129.4,,338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:21,87.8,174,1026.8,20.2,0,129.4,,338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:22,88,174,1026.8,20.2,0,129.4,,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:23,87.8,174,1026.8,20.2,0,129.4,,337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:24,88,174,1026.8,20.2,0,129.4,,338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:25,87.8,174,1026.8,20.2,0,129.5026,,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:26,87.8,173,1026.8,20.2,0,130,,339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:27,87.6,173,1026.8,20.2,0,130,,341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:28,87.6,173,1026.8,20.2,0,130,,339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:29,87.4,173,1026.8,20.2,0,130,,339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:30,87.4,173,1026.8,20.2,0,130,,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:31,87.4,172,1026.8,20.2,0,130,,341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:32,87.4,172,1026.8,20.2,0,130,,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:33,87.4,171,1026.8,20.2,0,130,,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:34,87.4,171,1026.8,20.2,0,130,,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:35,87.4,171,1026.8,20.2,0,130.1026,,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:36,87.4,171,1026.8,20.2,0,130.6,,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:37,87.4,171,1026.8,20.2,0,130.6,,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:38,87.4,171,1026.8,20.2,0,130.6,,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:39.002,87.4,170,1026.8,20.2,0,130.6,,341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:40.001,87.4,170,1026.8,20.2,0,130.6,,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:41,87.4,171,1026.8,20.2,0,130.6,,341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:42,87.4,170,1026.8,20.2,0,130.6,,344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:43,87.4,169,1026.8,20.2,0,130.6,,341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:44,87.4,169,1026.8,20.2,0,130.6,,344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:45,87.4,169,1026.8,20.2,0,130.7026,,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:46,87.4,169,1026.8,20.2,0,131.2,,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:47,87.4,169,1026.8,20.2,0,131.2,,344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:48.001,87.4,171,1026.79,20.2,0,131.2,,347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:49,87.4,171,1026.79,20.2,0,131.2,,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:50,87.4,171,1026.79,20.1,0,131.2,,346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:51,87.4,170,1026.79,20.1,0,131.2,,348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:52,87.4,170,1026.79,20.1,0,131.2,,349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:53,87.4,169,1026.79,20.1,0,131.2,,348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:54,87.4,169,1026.79,20.1,0,131.2,,349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:55,87.4,169,1026.79,20.1,0,131.2855,,348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:56,87.4,169,1026.79,20.1,0,131.7,,347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:57,87.4,169,1026.79,20.1,0,131.7,,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:58,87.4,168,1026.79,20.1,0,131.7,,353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:55:59,87.4,168,1026.79,20.1,0,131.7,,348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:00,87.4,169,1026.79,20.1,0,131.7,,349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:01,87.4,169,1026.79,20.1,0,131.7,,347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:02,87.4,169,1026.79,20.1,0,131.7,,348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:03,87.4,169,1026.79,20.1,0,131.7,,351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:04,87.4,168,1026.79,20.1,0,131.7,,350
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:05,87.4,168,1026.79,20.1,0,131.7855,,351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:06,87.4,167,1026.79,20.1,0,132.2,,350
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:07,87.4,167,1026.79,20,0,132.2,,350
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:08,87.4,167,1026.79,20,0,132.2,,352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:09,87.4,166,1026.79,20,0,132.2,,353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:10,87.4,166,1026.79,20,0,132.2,,352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:11,87.4,165,1026.79,20,0,132.2,,354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:12.001,87.4,165,1026.79,20,0,132.2,,353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:13,87.4,165,1026.79,20,0,132.2,,351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:14,87.4,165,1026.79,20,0,132.2,,350
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:15,87.4,166,1026.79,20,0,132.2855,,354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:16,87.4,166,1026.79,20,0,132.7,,355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:17,87.4,166,1026.79,20,0,132.7,,355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:18,87.4,166,1026.79,20,0,132.7,,355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:19,87.4,166,1026.73,20,0,132.7,,356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:20,87.4,167,1026.73,20,0,132.7,,361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:21,87.4,167,1026.73,20,0,132.7,,360
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:22,87.4,168,1026.73,20,0,132.7,,257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:23,87.4,169,1026.73,20,0,132.7,,384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:24,87.4,170,1026.73,20,0,132.7,,360
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:25,87.4,171,1026.73,20,0,132.8026,,363
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:26,87.4,170,1026.73,20,0,133.3,,361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:27,87.4,170,1026.73,19.9,0,133.3,,357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:28,87.4,170,1026.73,19.9,0,133.3,,357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:29,87.4,170,1026.73,19.9,0,133.3,,364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:30.002,87.4,170,1026.73,19.9,0,133.3,,360
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:31,87.4,170,1026.73,19.9,0,133.3,,363
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:32,87.4,170,1026.73,19.9,0,133.3,,365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:33,87.4,170,1026.73,19.9,0,133.3,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:34,87.4,170,1026.73,19.9,0,133.3,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:35,87.4,171,1026.73,19.9,0,133.3855,,369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:36,87.4,170,1026.73,19.9,0,133.8,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:37,87.4,170,1026.73,19.9,0,133.8,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:38,87.4,170,1026.73,19.9,0,133.8,,370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:39,87.4,171,1026.73,19.8,0,133.8,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:40,87.4,171,1026.73,19.8,0,133.8,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:41,87.4,171,1026.73,19.8,0,133.8,,433
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25T05:56:42,87.4,171,1026.73,19.8,0,133.8,,368
